"","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","stateProvince","habitat","cl10902","scientificName","basisOfRecord","kingdom","phylum","class","order","family","taxonRank","dataResourceName"
"129",-35.7504000347691,149.001,200,"Australian Capital Territory","","Eucalypt Medium Open","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"130",-35.74895,148.96936,61,"Australian Capital Territory","","Non Forest","Tiliqua nigrolutea","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"131",-35.7485000347667,148.954,200,"Australian Capital Territory","","Non Forest","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"132",-35.748416,148.973916,31,"Australian Capital Territory","","Non Forest","Egernia cunninghami","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"133",-35.7484000347666,148.962,500,"Australian Capital Territory","","Non Forest","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"134",-35.7484000347666,148.959,200,"Australian Capital Territory","","Non Forest","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"135",-35.7484000347666,148.962,500,"Australian Capital Territory","","Non Forest","Amphibolurus muricatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"136",-35.7467000347645,148.955,200,"Australian Capital Territory","","Non Forest","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"137",-35.7435000347605,148.986,200,"Australian Capital Territory","","Non Forest","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"138",-35.7424000347591,148.995,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"139",-35.7395000347555,148.956,200,"Australian Capital Territory","","Non Forest","Intellagama lesueurii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"140",-35.739293,148.952945,37,"Australian Capital Territory","","Non Forest","Eulamprus tympanum","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"141",-35.7388000347547,148.996,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Chelodina (Chelodina) longicollis","UNKNOWN","Animalia","Chordata","Reptilia","Testudines","Chelidae","species","ACT Wildlife Atlas"
"142",-35.7361000347513,148.996,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"143",-35.734425,148.997212,61,"Australian Capital Territory","","Eucalypt Medium Woodland","Intellagama lesueurii howitti","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Agamidae","subspecies","iNaturalist Australia"
"144",-35.7333,148.9944,2000,"Australian Capital Territory","CLEARED PASTURE; UNDER LOG","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"145",-35.7328000347472,149.086,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"146",-35.72712,148.987983,4,"Australian Capital Territory","","Non Forest","Egernia cunninghami","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"147",-35.726721,148.990741,10,"Australian Capital Territory","","Non Forest","Egernia cunninghami","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"148",-35.7215000347331,149.006,500,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"149",-35.7168000347272,148.965,200,"Australian Capital Territory","","Non Forest","Morethia boulengeri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"150",-35.7144000347242,149.001,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"151",-35.7132000347227,149.02,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Hemiergis decresiensis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"152",-35.7081000347164,149,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Notechis scutatus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"153",-35.7,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Varanus rosenbergi","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Varanidae","species","Australian National Wildlife Collection provider for OZCAM"
"154",-35.6983000347041,148.878,200,"Australian Capital Territory","","Eucalypt Low Woodland","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"155",-35.6963000347016,149.007,500,"Australian Capital Territory","","Eucalypt Medium Woodland","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"156",-35.6915000346956,148.795,200,"Australian Capital Territory","","Eucalypt Low Woodland","Eulamprus tympanum","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"157",-35.6906000346945,148.795,200,"Australian Capital Territory","","Eucalypt Low Woodland","Pseudemoia spenceri","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"158",-35.6873000346904,149.003,200,"Australian Capital Territory","","Non Forest","Tiliqua nigrolutea","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"159",-35.684600034687,148.894,200,"Australian Capital Territory","","Eucalypt Medium Open","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"160",-35.6833,148.8,2000,"Australian Capital Territory","","Eucalypt Low Woodland","Eulamprus tympanum","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"161",-35.6833,148.8,2000,"Australian Capital Territory","","Eucalypt Low Woodland","Eulamprus kosciuskoi","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"162",-35.6833,148.8,2000,"Australian Capital Territory","","Eucalypt Low Woodland","Eulamprus heatwolei","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"163",-35.6833,148.8,2000,"Australian Capital Territory","","Eucalypt Low Woodland","Eulamprus kosciuskoi","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"164",-35.6824000346842,148.797,200,"Australian Capital Territory","","Eucalypt Low Woodland","Austrelaps ramsayi","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"165",-35.6819000346836,149,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Egernia cunninghami","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","ACT Wildlife Atlas"
"166",-35.6819000346836,149,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"167",-35.6811000346826,148.997,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Acritoscincus","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Scincidae","genus","ACT Wildlife Atlas"
"168",-35.67999,148.83221,1000,"Australian Capital Territory","","Eucalypt Medium Open","Eulamprus heatwolei","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"169",-35.6784000346792,148.999,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"170",-35.6733000346729,149.087,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudonaja textilis","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","ACT Wildlife Atlas"
"171",-35.667,148.877,5,"Australian Capital Territory","Top of log","Eucalypt Medium Open","Pseudemoia entrecasteauxii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"172",-35.667,148.877,5,"Australian Capital Territory","Grass close to the river ","Eucalypt Medium Open","Eulamprus tympanum","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"173",-35.667,148.877,5,"Australian Capital Territory","Grass close to the river ","Eucalypt Medium Open","Eulamprus tympanum","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"174",-35.667,148.877,5,"Australian Capital Territory","Top of log","Eucalypt Medium Open","Pseudemoia entrecasteauxii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"175",-35.667,148.877,5,"Australian Capital Territory","Under log","Eucalypt Medium Open","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"176",-35.667,148.877,5,"Australian Capital Territory","Top of log","Eucalypt Medium Open","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"177",-35.667,148.877,5,"Australian Capital Territory","Under log","Eucalypt Medium Open","Pseudemoia entrecasteauxii","MATERIAL_SAMPLE","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"178",-35.667,148.877,5,"Australian Capital Territory","Top of log","Eucalypt Medium Open","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian National Wildlife Collection provider for OZCAM"
"179",-35.6668000346647,148.99,200,"Australian Capital Territory","","Eucalypt Medium Woodland","Intellagama lesueurii","UNKNOWN","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","ACT Wildlife Atlas"
"180",-35.6667,149,2000,"Australian Capital Territory","","Eucalypt Medium Woodland","Cryptophis nigrescens","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","Australian National Wildlife Collection provider for OZCAM"
"181",-35.6667,148.9667,2000,"Australian Capital Territory","","Eucalypt Medium Open","Cryptophis nigrescens","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Elapidae","species","Australian National Wildlife Collection provider for OZCAM"
"182",-35.666386,148.989696,6,"Australian Capital Territory","","Eucalypt Medium Woodland","Eulamprus heatwolei","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","iNaturalist Australia"
"183",-35.666381,148.989723,6,"Australian Capital Territory","","Eucalypt Medium Woodland","Intellagama lesueurii","HUMAN_OBSERVATION","Animalia","Chordata","Reptilia","Squamata","Agamidae","species","iNaturalist Australia"
"184",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Lampropholis guichenoti","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"185",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"186",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Lampropholis delicata","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"187",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"188",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"189",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"190",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"191",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"192",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Lampropholis delicata","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"193",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Lampropholis guichenoti","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"194",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"195",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"196",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Pseudemoia entrecasteauxii","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
"197",-35.666,149,10000,"Australian Capital Territory","","Eucalypt Medium Woodland","Lampropholis delicata","PRESERVED_SPECIMEN","Animalia","Chordata","Reptilia","Squamata","Scincidae","species","Australian Museum provider for OZCAM"
